type_label,type_start,type_end,subtype,title_de,description_de,title_en,part,division,subsection,group_label,group_title,grundtvig_no,grimm_no,page
665,665,665,,"Der Mann, der als Vogel über Land fliegt und als Fisch im Wasser schwimmt","holt im Kriege das Schwert des Königs, der ihm seine Tochter zur Frau gibt. [Das Herz des Teufels im Ei, siehe No. 302].",The man who flies over land like a bird and swims in the water like a fish,II. Eigentliche Märchen,A. Zaubermärchen,Übernatürliches Können oder Wissen,,,,,31
667,667,667,,Der Pflegesohn des Waldgeistes,"der dem Waldgeiste versprochene Knabe; erhält von diesem die Gabe, sich in verschiedene Tiere verwandeln zu können; befreit die Prinzessin, gerät ins Meer; verräterischer Hofmann, der sich für den Retter der Prinzessin ausgibt (Gg No. 16).",The foster-son of the forest spirit,II. Eigentliche Märchen,A. Zaubermärchen,Übernatürliches Können oder Wissen,,,16,,31
670,670,670,,Die Sprachen der Tiere,"ein Mann erlernt die Sprachen der Tiere; seine Frau will das Geheimnis erfahren; der Rat des Hahnes (vgl. No. 517, 671).",The languages of the animals,II. Eigentliche Märchen,A. Zaubermärchen,Übernatürliches Können oder Wissen,,,,,31
671,671,671,,Die drei Sprachen,"der Knabe lernt die Sprachen der Hunde, der Vögel und der Frösche; macht durch diese Kenntnisse sein Glück (Grimm No 33).",The three languages,II. Eigentliche Märchen,A. Zaubermärchen,Übernatürliches Können oder Wissen,,,,33,31
675,675,675,,Der faule Knabe,„durch das Wort des Hechtes“; die Königstochter schwanger; der Jüngling mit der Königstochter in einer Tonne ins Meer geworfen; auf der Insel (Gg No. 127).,The lazy boy,II. Eigentliche Märchen,A. Zaubermärchen,Übernatürliches Können oder Wissen,,,127,,31
676,676,676,,Simeliberg,"ein armer Mann beobachtet Räuber, die in einen Berg eindringen; gebraucht wie sie die Worte: „öffne dich“, holt Gold aus dem Berge; sein reicher Bruder will dasselbe tun, wird getötet (Grimm No. 142, Gg No. 129). [Der Geist im Glas, siehe No. 331]. [Die zertanzten Schuhe, siehe No. 360].",Simeli Mountain,II. Eigentliche Märchen,A. Zaubermärchen,Übernatürliches Können oder Wissen,,,129,"142, Gg No",31
677,677,677,,„Eisen ist teurer als Gold“,"lässt sich vom Schiffe auf den Grund des Meeres fallen, wo er mit Hilfe dieses Spruches viel Gold gewinnt (vgl. No. 910 B).","""Iron is dearer than gold""",II. Eigentliche Märchen,A. Zaubermärchen,Übernatürliches Können oder Wissen,,,,,31
700,700,700,,Der Däumling,"beim Pflügen; der König kauft den Knaben; in Gesellschaft von Dieben; im Magen der Kuh und des Wolfes (vgl. No. 327 B) (Grimm No. 37, 45, Gg No. 83).",Thumbling,II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,,,83,"37, 45, Gg No",32
705,705,705,,Das durch den Genuss von Fisch geborene Mädchen (vgl. No 303),der Königssohn findet das stumme Mädchen im Neste eines Vogels; heiratet sie; die Kinder werden bei Seite geschafft; sie wird von ihrem Manne verstossen; das Rätsel (vgl. No. 451) (Gg No. 45 B).,The girl born from the eating of a fish,II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,705–709,Das verstossene Weib oder Mädchen,45 B,,32
706,706,706,,Das Mädchen ohne Hände,"wird die Gemahlin des Königs; verstossen; erlangt ihre Hände wieder und wird von ihrem Gatten wieder aufgenommen (Grimm No. 31, Gg No. 46).",The maiden without hands,II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,705–709,Das verstossene Weib oder Mädchen,46,"31, Gg No",32
707,707,707,,Die drei goldenen Söhne,"die Königin gebärt Wunderkinder; sie werden vertauscht; die Königin wird verstossen; die Suche nach dem sprechenden Vogel, dem singenden Baum und dem Wasser des Lebens (Grimm No. 96, Gg No. 44).",The three golden sons,II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,705–709,Das verstossene Weib oder Mädchen,44,"96, Gg No",32
708,708,708,,Die Missgeburt,"eine Königstochter bringt durch die Zauberkünste ihrer bösen Stiefmutter ein Ungeheuer zur Welt und wird verstossen; das Ungeheuer ernährt sie, bis alles wieder gut wird; aus dem Ungeheuer wird ein Prinz (Gg No. 32).",The monstrous birth,II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,705–709,Das verstossene Weib oder Mädchen,32,,32
709,709,709,,Schneewittchen,"die böse Stiefmutter versucht das Mädchen zu töten; bei den Zwergen (Räubern), wo der Königssohn das Mädchen findet und zur Frau nimmt (Grimm No. 53, Gg No. 120).",Snow White,II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,705–709,Das verstossene Weib oder Mädchen,120,"53, Gg No",32
710,710,710,,Das Marienkind,"das Mädchen leugnet, in ein verbotenes Gemach hineingesehn zu haben; das Mädchen wird stumm; wird die Gemahlin des Königs; die Jungfrau Maria (eine Zauberin, die böse Schwiegermutter) schafft die Kinder bei Seite; schliesslich gesteht die Königin ihre Schuld ein und alles nimmt ein gutes Ende (vgl. No. 451) (Grimm No. 3, Gg No. 45 A).",Our Lady's child,II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,,,45 A,"3, Gg No",32
715,715,715,,Der Hahn kräht im Leibe des Königs,"wird zu den Pferden, Ochsen u. s. w. gesteckt; die mitgenommenen Tiere (Bär, Wolf u. s. w.) helfen; der König verschluckt den Hahn, er singt in seinem Leibe.",The cock crows in the king's body,II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,,,,,33
720,720,720,,"Meine Mutter hat mich umgebracht, mein Vater hat mich gegessen","die Gebeine des Knaben verwandeln sich in einen Vogel; der Vogel lässt einen Mühlstein auf die Mutter fallen; wird wieder zum Knaben (Grimm No. 47, Gg No. 41).","My mother slew me, my father ate me",II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,,,41,"47, Gg No",33
725,725,725,,Der Traum,der Knabe will seinen Traum dem Vater und selbst dem König nicht erzählen; verschiedene Abenteuer; besiegt die Feinde; erhält die Tochter des Königs; so geht sein Traum in Erfüllung.,The dream,II. Eigentliche Märchen,A. Zaubermärchen,Andere übernatürliche Momente,,,,,33
750,750,750,,Die Wünsche,"der Heiland und Petrus gewähren dem armen Bauer, der sie gastlich aufnimmt, drei gute Wünsche, dem reichen dagegen drei schädliche Wünsche (vgl. No. 330 A) (Grimm No. 87, Gg No. 128).",The wishes,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,128,"87, Gg No",33
751,751,751,,Die geizige Bäuerin,der Kuchen wird grösser:,The greedy peasant woman,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,,,33
751 A,751,751,A,,Die Bäuerin wird in einen Schwarzspecht verwandelt.,,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,,,33
751 B,751,751,B,,Die Bäuerin muss zwei Schlangen als Pflegekinder aufnehmen.,,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,,,33
752,752,752,,Der Heiland und Petrus in der Scheune,"der Bauer zwingt sie zu dreschen; sie sondern durch Feuer die Spreu vom Korn; wie der Bauer das Gleiche versucht, brennt die Scheune nieder.",The Savior and Peter in the barn,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,,,33
753,753,753,,Der Heiland und der Schmied,"der Heiland nimmt dem Pferde die Füsse ab, um sie zu beschlagen, und verjüngt ein altes Weib; dem Schmied misslingt der Versuch, dasselbe zu tun (Grimm No. 147, Gg No. 119).",The Savior and the smith,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,119,"147, Gg No",33
755,755,755,,Sünde und Gnade,"die Frau des Pfarrers verhindert durch Zaubermittel die Geburt ihrer Kinder; da sie keinen Schatten wirft, verstösst ihr Mann sie als Sünderin, bis aus dem steinernen Tisch eine Rose hervorwachse; ein anderer Geistlicher bringt die Frau Nachts in eine Kirche: die Kinder erscheinen und verzeihen ihrer Mutter; diese kehrt nach Hause zurück, die Rose spriesst auf (Gg No. 60).",Sin and grace,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,60,,34
756,756,756,,Die drei grünen Zweige,"ein Eremit, welcher von einem Manne, den man zum Galgen führt, sagt, dass er eine gerechte Strafe erleidet, muss zur Strafe als Bettler umherwandern, bis an einem trockenen Aste drei grüne Zweige erscheinen; er bekehrt eine Räuberbande mit der Erzählung seines Schicksals: die grünen Zweige erscheinen (Grimm, Kinderleg. No. 6, Gg No. 58 B).",The three green twigs,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,58 B,,34
760,760,760,,"Der Tote, der keine Ruhe im Grabe findet",ein Mann verbrennt seine drei Bräute; findet keine Ruhe im Grabe; ein Mädchen bringt den Toten zum Geistlichen; verschafft ihm die Verzeihung der ermordeten Bräute.,The dead man who finds no rest in the grave,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,,,34
761,761,761,,Der harte Gutsherr als Pferd des Teufels,sendet seinem Sohne einen Brief.,The cruel landlord as the devil's horse,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,,,34
765,765,765,,Die Mutter will ihre Kinder töten,sie werden vom Vater gerettet und verborgen gehalten; nach vielen Jahren kommen sie zum Vorschein; die Mutter stirbt vor Schreck.,The mother who wants to kill her children,II. Eigentliche Märchen,B. Legendenartige Märchen,,750–779,Gott belohnt und straft,,,34
780,780,780,,Der singende Knochen,"der Bruder tötet seinen Bruder (Schwester) und vergräbt ihn in der Erde; ein Hirt verfertigt aus den Gebeinen eine Flöte, die das Geheimnis an den Tag bringt (Grimm No. 28).",The singing bone,II. Eigentliche Märchen,B. Legendenartige Märchen,,780–789,Die Wahrheit kommt an den Tag,,28,34
781,781,781,,"Die Königstochter, die ihr Kind umgebracht hat",der Jüngling lernt die Sprache der Vögel; der Vogel singt: die Gebeine liegen unter dem Baume (vgl. No. 517).,The king's daughter who killed her child,II. Eigentliche Märchen,B. Legendenartige Märchen,,780–789,Die Wahrheit kommt an den Tag,,,34
785,785,785,,Wer ass das Herz des Lammes?,"Petrus mit seinem Gefährten auf der Wanderung; der Gefährte ist das Herz des Lammes, leugnet es; die Heilung der Prinzessin; bei der Teilung des Geldes gesteht er, als dem, der das Herz gegessen, der dritte Teil des Geldes zuerkannt wird (Grimm No. 81).",Who ate the lamb's heart?,II. Eigentliche Märchen,B. Legendenartige Märchen,,780–789,Die Wahrheit kommt an den Tag,,81,35
800,800,800,,Der Schneider im Himmel,Petrus lässt den unehrlichen Schneider in Abwesenheit Gottes in den Himmel; der Schneider wirft Gottes Fussschemel hinunter auf die Erde auf eine alte Diebin; wird aus dem Himmel weggejagt (Grimm No. 35).,The tailor in heaven,II. Eigentliche Märchen,B. Legendenartige Märchen,,800–809,Der Mann im Himmel,,35,35
801,801,801,,Meister Pfriem,"Der mit allem unzufriedene Schuster wird aus dem Himmel gejagt, weil er auch dort das Nörgeln nicht lassen kann, als er an einem Wagen zwei Pferde vorn und zwei hinter angespannt sieht (Grimm No. 178).",Master Pfriem,II. Eigentliche Märchen,B. Legendenartige Märchen,,800–809,Der Mann im Himmel,,178,35
802,802,802,,Das Bürle im Himmel,"bei der Ankunft des Reichen im Himmel wird gespielt und getanzt, weil das so selten vorkommt (Grimm No. 167).",The peasant in heaven,II. Eigentliche Märchen,B. Legendenartige Märchen,,800–809,Der Mann im Himmel,,167,35
810,810,810,,Die Fallstricke des Bösen,"der Geistliche lässt den dem Teufel Versprochenen die Nacht in der Kirche verbringen und zieht einen Kreis um ihn; dem Teufel gelingt es nicht, ihn aus dem Kreise herauszulocken (Grimm No. 92, Gg No. 59).",The snares of the Evil One,II. Eigentliche Märchen,B. Legendenartige Märchen,,810–814,Der dem Teufel Versprochene,59,"92, Gg No",35
811,811,811,,,Der dem Teufel Versprochene wird Geistlicher und rettet sich (Gg No. 58).,,II. Eigentliche Märchen,B. Legendenartige Märchen,,810–814,Der dem Teufel Versprochene,58,,35
812,812,812,,,"Wird gerettet, indem er das vom Teufel aufgegebene Rätsel löst, dessen Lösung er im Walde, erfahren hat (Grimm No. 125, Gg No. 57).",,II. Eigentliche Märchen,B. Legendenartige Märchen,,810–814,Der dem Teufel Versprochene,57,"125, Gg No",35
815,815,815,,Die Teufel in der Kirche,"ein Herr ist gestorben; der Schuster in der Kirche; nagelt einen Teufel an den Altar fest; die Haut des Verstorbenen; der Schuster erhält viel Geld. align=""right"" valign=""top"" |",The devils in the church,II. Eigentliche Märchen,B. Legendenartige Märchen,,,,,,35
820,820,820,,Der Teufel statt des Tagelöhners beim Mähen,"der böse Vogt muss so lange mähen, bis er stirbt.",The devil mows in place of the day-laborer,II. Eigentliche Märchen,B. Legendenartige Märchen,,,,,,36
821,821,821,,Der Teufel als Zeuge (Advokat),,The devil as witness (advocate),II. Eigentliche Märchen,B. Legendenartige Märchen,,,,,,36
821 A,821,821,A,,Ein Mann wird wegen Diebstahls angeklagt; der Teufel entführt den Richter aus dem Gerichtssal.,,II. Eigentliche Märchen,B. Legendenartige Märchen,,,,,,36
821 B,821,821,B,,„Ebenso gut werden gekochte Erbsen wachsen wie aus gekochten Eiern Küchlein auskriechen“; der Teufel entführt den Richter.,,II. Eigentliche Märchen,B. Legendenartige Märchen,,,,,,36
850,850,850,,Die Merkmale der Prinzessin,"die Pfeife und die drei Schweine, die danach tanzen; mit ihrer Hilfe erfährt der Jüngling die Merkmale der Prinzessin; (wem sie sich in der Nacht zuwendet, vgl. No. 621) (Grimm No. 114, Gg No. 19 A).",The birthmarks of the princess,II. Eigentliche Märchen,C. Novellenartige Märchen,,850–869,Die Hand der Königstochter wird gewonnen,19 A,"114, Gg No",36
851,851,851,,"Die Prinzessin, die das Rätsel nicht erraten kann","ein Königssohn zieht mit seinem treuen Diener in die Welt hinaus; mit Hilfe des Dieners rettet er in einer Räuberhöhle sein Leben; die vergifteten Raben; das Rätsel von den eigenen Erlebnissen des Jünglings; er gewinnt die Hand der Prinzessin (vgl. No. 516–518) (Grimm No. 22, Gg No. 19 B).",The princess who cannot solve the riddle,II. Eigentliche Märchen,C. Novellenartige Märchen,,850–869,Die Hand der Königstochter wird gewonnen,19 B,"22, Gg No",36
852,852,852,,"Der Jüngling bringt die Königstochter dazu, zu sagen","„das ist eine Lüge“: (grosser Stall, Fall vom Himmel herab u. s. w.) und gewinnt so ihre Hand (vgl. No. 1960 E und G) (Grimm No. 112, Gg No. 21).",The youth makes the king's daughter say so,II. Eigentliche Märchen,C. Novellenartige Märchen,,850–869,Die Hand der Königstochter wird gewonnen,21,"112, Gg No",36
853,853,853,,"Der Jüngling, der die Königstochter mit ihren eigenen Worten fängt",nimmt eine tote Krähe und andere gefundene Gegenstände mit (Gg No. 22).,The youth who catches the king's daughter with her own words,II. Eigentliche Märchen,C. Novellenartige Märchen,,850–869,Die Hand der Königstochter wird gewonnen,22,,36
854,854,854,,Der goldene Bock,„mit Geld vermag man alles“; der Jüngling gelangt im goldenen Bocke in das Gemach der Prinzessin und gewinnt sie (Gg No. 123).,The golden ram,II. Eigentliche Märchen,C. Novellenartige Märchen,,850–869,Die Hand der Königstochter wird gewonnen,123,,36
870,870,870,,Die Prinzessin in der Erdhöhle,"der König sperrt seine Tochter in eine Höhle ein; stirbt; sie gräbt sich heraus; wird Magd in einem Königsschloss; soll bei der Hochzeit des Königssohnes die Braut vertreten; spricht auf der Fahrt zum Pferde ihres Vaters etc.; der Königssohn erkennt schliesslich in ihr seine frühere Braut und heiratet sie (Grimm No. 198, Gg No. 48).",The princess in the underground cave,II. Eigentliche Märchen,C. Novellenartige Märchen,,870–879,Das Mädchen heiratet den Königssohn,48,"198, Gg No",37
875,875,875,,Die kluge Bauerntochter,wird wegen ihrer Scharfsinnproben die Gemahlin des Königs; er gerät in Zorn und verstösst sie; sie führt ihn als ihr Liebstes mit heim (Grimm No. 94).,The clever peasant girl,II. Eigentliche Märchen,C. Novellenartige Märchen,,870–879,Das Mädchen heiratet den Königssohn,,94,37
880,880,880,,Der Mann prahlt mit seinem Weibe,wird im Schlosse des Kaisers gefangengesetzt; die Frau verlobt sich in Männerkleidern mit der Tochter des Kaisers; entflieht mit ihrem Manne.,The man boasts of his wife,II. Eigentliche Märchen,C. Novellenartige Märchen,,880–899,Treue und Unschuld,,,37
881,881,881,,Vielgeprüfte Treue,"ein Kaufmannssohn heiratet die Tochter des Königs; es wird versucht, sie zu verführen; der Mann schlägt seine Frau und glaubt, sie getötet zu haben; ein Arzt heilt sie, will sie besitzen; sie entflieht in Männerkleidern; wird Kaiser; lässt ihr Bild an weithin sichtbarem Platze aufstellen; wird mit ihrem Manne wiedervereint.",Oft-proved fidelity,II. Eigentliche Märchen,C. Novellenartige Märchen,,880–899,Treue und Unschuld,,,37
882,882,882,,Die Wette auf die Treue der Gattin,"ein Schiffskapitän heiratet ein armes Mädchen; geht mit einem Kaufmann eine Wette auf die Treue seiner Frau ein; durch Betrug verschafft sich dieser Beweise für die Untreue (Ring); der Kapitän verlässt die Heimat; die Frau reist ihm in Männerkleidern nach; sie gelangen in ihr Heim zurück, und alles klärt sich auf (Gg No. 131).",The wager on the wife's fidelity,II. Eigentliche Märchen,C. Novellenartige Märchen,,880–899,Treue und Unschuld,131,,37
883,883,883,,Das unschuldig verleumdete Mädchen,"während der Vater auf Reisen ist, wird versucht, die Tochter zu verführen; da es nicht gelingt, wird sie verleumdet; der Vater befiehlt seinem Sohne, die Schwester zu töten; sie wird die Gattin eines Prinzen; wird einem Diener anvertraut; dieser versucht, sie zu verführen; das Mädchen in Männerkleidern; alles nimmt ein gutes Ende.",The innocently slandered maiden,II. Eigentliche Märchen,C. Novellenartige Märchen,,880–899,Treue und Unschuld,,,37
884,884,884,,Die verlassene Braut,"ein Prinz verlässt seine Braut, um sich nach dem Willen seines Vaters mit einer anderen zu verloben; die frühere Braut tritt mit ihren Gefährtinnen in Männerkleidern in den Dienst des Prinzen; Probe, ob Männer oder Mädchen; der Prinz heiratet seine einstige Braut (Grimm No. 67).",The forsaken bride,II. Eigentliche Märchen,C. Novellenartige Märchen,,880–899,Treue und Unschuld,,67,38
885,885,885,,,"Der arme Jüngling als Bräutigam des Mädchens; die Eltern des Mädchens zwingen es, sich mit dem Pfarrer zu verloben; der Jüngling kommt unerkannt zur Hochzeit; der Pfarrer traut ihn im Scherz mit dem Mädchen; er gibt sich zu erkennen.",,II. Eigentliche Märchen,C. Novellenartige Märchen,,880–899,Treue und Unschuld,,,38
886,886,886,,"Das Mädchen, das nicht schweigen kann","das Mädchen kann nicht geheimhalten, dass der Jüngling sie heiraten will; er sucht sich daher eine andere Braut; bei der Trauung sagt die frühere Braut, dass sie den Jüngling immer noch liebt; der neuen Braut entschlüpft die Äusserung, dass sie sieben Kinder gehabt und dies geheimzuhalten verstanden habe: der Jüngling heiratet die frühere Braut (Gg No. 132).",The girl who could not keep silent,II. Eigentliche Märchen,C. Novellenartige Märchen,,880–899,Treue und Unschuld,132,,38
887,887,887,,Griseldis,"der König heiratet ein Mädchen aus niederem Stande; sie verspricht, immer zufrieden zu sein; der König stellt sie auf die Probe, indem er sie glauben lässt, dass er ihre Kinder tötet und ein anderes Weib nimmt (Gg No. 36).",Griselda,II. Eigentliche Märchen,C. Novellenartige Märchen,,880–899,Treue und Unschuld,36,,38
889,889,889,,Der treue Diener,"der Herr geht auf die Treue seines Dieners eine Wette mit dem Nachbar ein; der Diener wird in das Haus des Nachbars geschickt, wo er betrunken gemacht wird u. s. w.; der Nachbar verliert die Wette (Gg No. 74).",The faithful servant,II. Eigentliche Märchen,C. Novellenartige Märchen,,880–899,Treue und Unschuld,74,,38
900,900,900,,König Drosselbart,"eine Königstochter verhöhnt alle Freier; nennt einen davon Drosselbart; ihr Vater gibt sie einem Bettler zur Frau; ihr Stolz wird gedemütigt; der Bettler gibt sich als König Drosselbart zu erkennen (Grimm No. 52, Gg No. 121).",King Thrushbeard,II. Eigentliche Märchen,C. Novellenartige Märchen,,900–904,Das böse Weib wird gebessert,121,"52, Gg No",38
901,901,901,,Der Widerspenstigen Zähmung,"die jüngste von drei Schwestern eine böse Sieben; der Mann schiesst seinen Hund und sein Pferd wegen Ungehorsams nieder, erzieht seine Frau zur Folgsamkeit; Probe, wessen Frau am gehorsamsten ist (Gg No. 79).",The taming of the shrew,II. Eigentliche Märchen,C. Novellenartige Märchen,,900–904,Das böse Weib wird gebessert,79,,39
910 A,910,910,A,Durch Schaden klug,"besuche nicht oft deine Freunde, heirate nicht ein Mädchen aus der Ferne u. s. w.; nachdem er sie erprobt hat, erkennt er die Weisheit dieser Ratschläge (Gg No. 78 A).",Made wise through harm,II. Eigentliche Märchen,C. Novellenartige Märchen,,910–914,Die guten Ratschläge,78 A,,39
910 B,910,910,B,Die guten Ratschläge des Dienstherrn,"weiche nicht von der Landstrasse ab (der Gefährte weicht ab, gerät in die Hände von Räubern), wenn du zornig wirst, bete erst ein Vaterunser (er will den neben seiner Frau schlafenden Mann totschlagen, es ist sein Sohn), Eisen ist teurer als Gold u. s. w. (vgl. No. 677) (Gg 78 B).",The master's good counsels,II. Eigentliche Märchen,C. Novellenartige Märchen,,910–914,Die guten Ratschläge,,,39
910 C,910,910,C,"„Denke nach, ehe du eine Arbeit beginnst“",dem König soll der Bart geschoren werden; der Barbier offenbart ihm den Mordanschlag.,"""Think before you begin a task""",II. Eigentliche Märchen,C. Novellenartige Märchen,,910–914,Die guten Ratschläge,,,39
915,915,915,,"Es ist, wie man’s nimmt","die beiden Stiefschwestern heiraten; die Tochter der zweiten Frau befolgt die drei Lehren der Mutter wörtlich, die Stieftochter der Erklärung ihres Vaters gemäss; die Eltern finden bei ihrem Besuche, dass bei der ersteren alles schlecht, bei der letzteren alles gut steht (Gg No. 116).",It is as one takes it,II. Eigentliche Märchen,C. Novellenartige Märchen,,,,116,,39
920,920,920,,Der Sohn des Königs (Salomo) und der Sohn des Schmiedes,die Kinder werden vertauscht; beim Spiel der Knaben ist Salomo König; zeigt seine Klugheit.,The son of the king (Solomon) and the son of the smith,II. Eigentliche Märchen,C. Novellenartige Märchen,,920–929,Der kluge Knabe (Mädchen),,,39
921,921,921,,Der König und der Bauernjunge,die klugen Antworten des Jungen auf die Fragen des Königs (1½ Männer und der Kopf des Pferdes u. s. w.).,The king and the peasant's son,II. Eigentliche Märchen,C. Novellenartige Märchen,,920–929,Der kluge Knabe (Mädchen),,,39
922,922,922,,Der Hirtenknabe antwortet statt des Priesters auf die Fragen des Königs,"(der Kaiser und der Abt) (Grimm No. 152, Gg No. 97). [Die kluge Bauerntochter, siehe No. 875].",The shepherd boy answers the king's questions in place of the priest,II. Eigentliche Märchen,C. Novellenartige Märchen,,920–929,Der kluge Knabe (Mädchen),97,"152, Gg No",40
923,923,923,,Wie das Salz,"die jüngste der drei Töchter des Königs erklärt, ihren Vater zu lieben wie das Salz; der gekränkte Vater verstösst sie u. s. w. (Grimm No. 179).",Like salt,II. Eigentliche Märchen,C. Novellenartige Märchen,,920–929,Der kluge Knabe (Mädchen),,179,40
930,930,930,,Die Weissagung,der arme Knabe und der reiche Mann; der Knabe wird der Pflegesohn des Müllers; Briefwechsel; zuletzt der Weissagung entsprechend Schwiegersohn des reichen Mannes (vgl. No. 461) (Gg No. 71).,The prophecy,II. Eigentliche Märchen,C. Novellenartige Märchen,,930–949,Schicksalsmärchen,71,,40
931,931,931,,Ödipus,"der Jüngling tötet, wie prophezeit war, seinen Vater und heiratet seine Mutter.",Oedipus,II. Eigentliche Märchen,C. Novellenartige Märchen,,930–949,Schicksalsmärchen,,,40
935,935,935,,,Der jüngste von drei Brüdern ein Verschwender; tritt im Auslande in Militärdienst; schwindelt seinem Vater mehrere Geldsendungen ab; macht sein Glück und heiratet die Tochter des Königs; Besuch im Elternhause etc. (Gg No. 118).,,II. Eigentliche Märchen,C. Novellenartige Märchen,,930–949,Schicksalsmärchen,118,,40
940,940,940,,,"Das hochmütige Mädchen lockt drei Freier, ohne dass diese von einander wissen, auf den Kirchhof; sie rächen sich, indem sie dem Mädchen den Schinder als angeblichen Sohn des Gouverneurs zum Bräutigam verschaffen.",,II. Eigentliche Märchen,C. Novellenartige Märchen,,930–949,Schicksalsmärchen,,,40
945,945,945,,Glück und Verstand,"streiten, wer von ihnen mehr vermag; Probe, der Bauer, in dessen Kopf sich der Verstand einnistet, kommt auf die Richtstätte; das Glück rettet ihn (Gg No. 130).",Luck and intelligence,II. Eigentliche Märchen,C. Novellenartige Märchen,,930–949,Schicksalsmärchen,130,,40
950,950,950,,Rampsinit,der Diebstahl in der Schatzkammer (Bank); der Kopf des einen Diebes abgehauen; der andere Dieb (Bruder) vergebens gesucht; das Wehklagen der Angehörigen verrät den Dieb u. s. w. (Gg No. 80).,Rhampsinitus,II. Eigentliche Märchen,C. Novellenartige Märchen,,950–974,Von Räubern und Dieben,80,,40
951 A,951,951,A,Der König und der Räuber,der Bankdiebstahl; der Räuber tadelt die Habgier des Königs (Gg No. 80).,The king and the robber,II. Eigentliche Märchen,C. Novellenartige Märchen,,950–974,Von Räubern und Dieben,80,,41
951 B,951,951,B,,Der Bankdiebstahl; Klettern mit eisernen Nägeln; der Mordanschlag wird entdeckt.,,II. Eigentliche Märchen,C. Novellenartige Märchen,,950–974,Von Räubern und Dieben,,,41
952,952,952,,Der König und der Soldat,"ein Soldat macht sich auf, um sich beim König über seinen Vorgesetzten zu beschweren; ist zusammen mit dem König (den er nicht kennt) im Hause der Räuber; der Soldat tötet die Räuber (oder macht sie unschädlich) (Grimm No. 199, Gg No. 98).",The king and the soldier,II. Eigentliche Märchen,C. Novellenartige Märchen,,950–974,Von Räubern und Dieben,98,"199, Gg No",41
955,955,955,,Der Räuberbräutigam,"das Mädchen in der Räuberhöhle; unter dem Bett versteckt sieht sie, wie ein anderes Mädchen ermordet wird; der abgeschnittene Finger dient ihr als Beweisstück (Grimm No. 40, Gg No. 73).",The robber bridegroom,II. Eigentliche Märchen,C. Novellenartige Märchen,,950–974,Von Räubern und Dieben,73,"40, Gg No",41
956,956,956,,Der Mann bei den Räubern,"wird in ein heisses Gemach gesperrt, wo viele Leichen hängen; wie die Räuber kommen, schlägt er einem nach dem andern den Kopf ein und nimmt ihre Schätze.",The man among the robbers,II. Eigentliche Märchen,C. Novellenartige Märchen,,950–974,Von Räubern und Dieben,,,41
957,957,957,,Der Bär verjagt die Räuber,der Bärentreiber mit seinem Bären über Nacht in der Scheune; die Räuber dringen ins Haus (vgl. No. 1161).,The bear drives away the robbers,II. Eigentliche Märchen,C. Novellenartige Märchen,,950–974,Von Räubern und Dieben,,,41
960,960,960,,Die Sonne bringt es an den Tag,"der Mörder wiederholt beim Anblick der Sonnenstrahlen die letzten Worte des Ermordeten, dadurch kommt das Verbrechen an den Tag (Grimm No. 115).",The sun brings it to light,II. Eigentliche Märchen,C. Novellenartige Märchen,,950–974,Von Räubern und Dieben,,115,41
1000,1000,1000,,Nicht zornig werden,". align=""right"" valign=""top"" |",Not to grow angry,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,41
1001,1001,1001,,Holz hacken,Katze (Schlange) unter dem Holzhaufen; Axt dringt erst nach Beiseitigung der Katze ins Holz ein.,Chopping wood,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
